Date,Open,High,Low,Close,Volume,Market Cap,Returns,Log Returns,Day,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Weekend,VolChange,VolLogChange,Parkinson,GarmanKlass
2020-01-14,0.9984066255165815,1.002618511608617,0.9967250679836496,1.002618511608617,46331287840.15584,4283907806.538541,0.0042186079142416,0.0042097345346607,Tuesday,0,1,0,0,0,0,0,0.5745015839126202,0.4539387675366009,0.0035405458958325683,0.0032453024999123076
2020-01-15,1.002618511608617,1.0038411738670587,0.9947838284928768,0.998857664201466,67619524597.06954,4280370170.079666,-0.0037510253038486,-0.0037580780414525,Wednesday,0,0,1,0,0,0,0,0.4594786320285049,0.3780792705940353,0.005443269725624058,0.005968172173235476
2020-01-16,0.998857664201466,1.0005288665933063,0.9942489164664408,0.9983914746353666,48852024517.1945,4278051906.412348,-0.0004667227201706,-0.00046683166912,Thursday,0,0,0,1,0,0,0,-0.2775455786136712,-0.3251009455718622,0.0037813804662868225,0.004442770867564407
2020-01-17,0.9983914746353666,1.00177623461138,0.9949623923657466,0.9949623923657466,48186132313.3175,4280586673.21886,-0.0034346069219715,-0.0034405187246862,Friday,0,0,0,0,1,0,0,-0.0136308005749614,-0.0137245528577214,0.004098829095375606,0.004326392035697778
2020-01-18,0.9949623923657466,0.999978981797816,0.9948483881316648,0.9989526313960873,50572607381.04589,4278147286.6323295,0.0040104420638984,0.0040024216775032,Saturday,0,0,0,0,0,1,1,0.0495261801094757,0.0483388052837393,0.003089232032718875,0.0026536206803744592
2020-01-19,0.9989526313960873,1.0037653231965216,0.986550018139718,0.9991364710866776,48646078514.19352,4279406903.3058615,0.0001840324403905,0.0001840155084983,Sunday,0,0,0,0,0,0,1,-0.0380943156111507,-0.0388388742986131,0.010389411132508996,0.012232062122693706
2020-01-20,0.9991364710866776,1.0002695440688687,0.9967921625480032,0.9992169116016584,39692810564.68405,4282350694.894989,8.051003772613363e-05,8.050679696698757e-05,Monday,1,0,0,0,0,0,0,-0.1840491201546115,-0.2034011220978043,0.0020914551994164372,0.002461991894155952
2020-01-21,0.9986097487605408,0.9993781055452916,0.997083025548687,0.99876911982167,33497433599.847183,4280961623.443807,-0.0004481427153495,-0.0004482431613067,Tuesday,0,1,0,0,0,0,0,-0.1560831011132553,-0.1697012502684484,0.0013807798134805513,0.0016227156912023255
2020-01-22,0.99876911982167,0.9995334371769152,0.9973526062471824,0.9983563302921392,32244974921.879856,4281076405.067713,-0.0004132982501546,-0.0004133836814163,Wednesday,0,0,1,0,0,0,0,-0.037389690593283,-0.0381066122112885,0.0013117653606335145,0.001522965429641654
2020-01-23,0.9983563302921392,1.0023654598191616,0.9954087891992623,0.9981235064477532,32350840381.370987,4282863565.545909,-0.0002332071599304,-0.0002332343569486,Thursday,0,0,0,1,0,0,0,0.0032831614770243,0.0032777836699733,0.004182578061595845,0.0049224753231285655
2020-01-24,0.9981235064477532,1.0010711316704928,0.996356310346824,0.9985904073191796,36618677611.76666,4284147341.8822384,0.0004677786550564,0.0004676692807286,Friday,0,0,0,0,1,0,0,0.1319235352183705,0.12391842910583,0.0028351908779587023,0.003325503255637306
2020-01-25,0.9985904073191796,1.0011090970195926,0.998553517135579,0.999264210733025,34749106553.65201,4286179538.858493,0.0006747545429104,0.0006745269984158,Saturday,0,0,0,0,0,1,1,-0.0510551221411094,-0.0524045665071311,0.0015350419193600816,0.001758078796141591
2020-01-26,0.999264210733025,1.000605151838474,0.9980231856866256,0.9984442222051396,32602003581.20522,4286250163.353815,-0.0008205923109002,-0.0008209291810719,Sunday,0,0,0,0,0,0,1,-0.0617887245282609,-0.0637801149637288,0.0015516937645401814,0.0017542867025308342
2020-01-27,0.999569036700038,0.999569036700038,0.9969506296880762,0.9983666485990196,42867206310.302574,4283341721.248583,-7.769448146910385e-05,-7.769749984167083e-05,Monday,1,0,0,0,0,0,0,0.3148641678886006,0.2737333659132036,0.0015752557780840508,0.0016971619164905473
2020-01-28,0.9983666485990196,1.0002958687385504,0.9950221445023216,0.997695385325394,53519592777.256325,4278470217.2556458,-0.0006723614761846,-0.0006725876125312,Tuesday,0,1,0,0,0,0,0,0.2484973335991245,0.2219406950518896,0.003174633349666164,0.0037143958601941365
2020-01-29,0.997695385325394,1.0019250759367788,0.9954881859256356,0.9971381693759376,59720709547.61791,4278897249.308921,-0.0005585030838592,-0.0005586591048014,Wednesday,0,0,1,0,0,0,0,0.1158662921104438,0.1096310468444571,0.003870766129134266,0.004544232703712203
2020-01-30,0.9964263205403234,1.0009920742636782,0.9950789292909517,0.999437498151693,58787217258.1638,4281938645.4454336,0.0023059279509825,0.0023032733791759,Thursday,0,0,0,1,0,0,0,-0.0156309644765656,-0.0157544161372927,0.0035582059440640813,0.0037462640303583946
2020-01-31,1.0000370084933987,1.0000370084933987,0.9954846187563056,0.996978655653425,65237043347.791664,4281108504.5012646,-0.002460226380154,-0.0024632577099338,Friday,0,0,0,0,1,0,0,0.1097147711772692,0.104103019400258,0.0027401290659339202,0.0026047453497299836
2020-02-01,0.9994034780176824,1.000664056872074,0.9955512575224084,0.9998703549736004,63694287434.45459,4279315002.90905,0.0029004626165043,0.002896264390715,Saturday,0,0,0,0,0,1,1,-0.0236484646477973,-0.0239325777540266,0.0030763772098038903,0.0036105069721282905
2020-02-02,0.9998703549736004,1.0003267199911834,0.9954739581814178,0.9974565559163506,66500200425.2402,4281098630.840862,-0.0024141120348682,-0.0024170307015986,Sunday,0,0,0,0,0,0,1,0.0440528201790948,0.0431100822218902,0.002920518318682124,0.0030931457757488513
2020-02-03,0.9974565559163506,1.0078254804216549,0.995821795150299,0.9982696370110804,72084632616.32892,4282310813.525549,0.0008151543943513,0.000814822336448,Monday,1,0,0,0,0,0,0,0.0839761708292408,0.0806359201459812,0.007195911195684661,0.00845738878240131
2020-02-04,0.9995061406163458,0.999984022469209,0.9957504312615016,0.9976183795532692,68567542256.34604,4279477992.9935846,-0.0006523863229589,-0.000652599219515,Tuesday,0,1,0,0,0,0,0,-0.0487911255468641,-0.0500216039044107,0.0025479686875787924,0.0027603334347416483
2020-02-05,0.9985356882013652,1.001011257741118,0.9966604785735984,0.9976613686441969,74846634893.6162,4280273747.5710974,4.309171904681719e-05,4.3090790625363405e-05,Wednesday,0,0,1,0,0,0,0,0.0915752910290292,0.0876218740416528,0.0026159586289658094,0.003031554278309463
2020-02-06,0.995217864259131,1.0002708375934208,0.995217864259131,0.9976168116819492,87893442481.83168,4282183432.1614966,-4.466140881875802e-05,-4.466240616917235e-05,Thursday,0,0,0,1,0,0,0,0.1743138834065105,0.1606840480274417,0.0030414867642585878,0.003253458281762808
2020-02-07,0.997999672277358,1.0012810422136027,0.9968937397756764,0.999325707902919,91423229153.22612,4282001933.316875,0.0017129785714904,0.0017115130970094,Friday,0,0,0,0,1,0,0,0.0401598409588301,0.0393743945733313,0.0026372546526225865,0.0029934534412691485
2020-02-08,0.9988215954512892,1.001313697961442,0.9955064908300736,0.998614542377728,92111531323.1891,4282077926.397943,-0.000711645382048,-0.0007118987218221,Saturday,0,0,0,0,0,1,1,0.0075287448970915,0.0075005453469295,0.0034931469152942015,0.00411084722707742
2020-02-09,0.998614542377728,1.0060291151461378,0.9958494239758848,1.0060291151461378,97991630268.73502,4282262511.0792894,0.0074248595967323,0.0073974310119695,Sunday,0,0,0,0,0,0,1,0.0638367298977429,0.0618819298006708,0.006107843373401499,0.005529733930226328
2020-02-10,1.0060291151461378,1.0060291151461378,0.9897253965952144,1.0008152393771466,103116142397.2862,4283002852.305487,-0.0051826291013793,-0.0051961055058833,Monday,1,0,0,0,0,0,0,0.0522954063984604,0.0509738794585705,0.009812427943556972,0.011092693514316989
2020-02-11,0.9997288213428416,1.0076161631996758,0.9967578285053292,0.9996519569811791,81916311829.74472,4285621525.3787646,-0.0011623348148569,-0.0011630108498713,Tuesday,0,1,0,0,0,0,0,-0.2055917732634208,-0.2301578103926875,0.006506927731191386,0.0076611728847521
2020-02-12,0.9994519252019672,1.0013935528247508,0.9950096644786544,0.9978081781448398,53241800231.18303,4282214982.9171352,-0.0018444207741135,-0.0018461238125112,Wednesday,0,0,1,0,0,0,0,-0.3500464188153263,-0.4308543322045645,0.003840836067863785,0.00440500261015421
2020-02-13,0.9978081781448398,1.0001806483237117,0.9948080960375876,0.9985897012303784,65782941694.70976,4278587015.114821,0.0007832398076668,0.0007829332354379,Thursday,0,0,0,1,0,0,0,0.2355506652493233,0.2115167534967213,0.0032346591235846577,0.003777304951722839
2020-02-14,0.9965010951518832,1.000744261421812,0.9965010951518832,0.9985443238574164,67736581336.8092,4284176710.292136,-4.5441458995654216e-05,-4.544249149003086e-05,Friday,0,0,0,0,1,0,0,0.0296982711896045,0.0292658187334507,0.0025517995283400475,0.0027214683400389903
2020-02-15,0.996394070965894,1.0017395243103255,0.996394070965894,0.9994804905300294,66598768503.9013,4284863250.006899,0.0009375314147264,0.0009370922066424,Saturday,0,0,0,0,0,1,1,-0.0167976123160144,-0.0169402922507692,0.003213278195839387,0.003258625186616524
2020-02-16,0.9998742924236496,1.00157236763956,0.9957671589792488,1.0000039153066014,56037519067.103714,4286201546.957668,0.0005236968420407,0.0005235597607068,Sunday,0,0,0,0,0,0,1,-0.1585802511675409,-0.1726646367053262,0.00349103682727293,0.004109592045679729
2020-02-17,0.9985672167305772,1.0023107102466284,0.9970371507526696,1.001254079117076,61396471103.03584,4287922554.795341,0.0012501589157192,0.0012493781177419,Monday,1,0,0,0,0,0,0,0.0956315005579546,0.0913309098718401,0.0031681356182055266,0.0033354313887271596
2020-02-18,0.9976882575355976,1.002161172549892,0.9973596323575418,0.9988434745887655,64654434950.00523,4286870712.345658,-0.002407585225956,-0.0024104881195112,Tuesday,0,1,0,0,0,0,0,0.0530643502539724,0.0517043426369163,0.002884315378524296,0.003318983507800229
2020-02-19,0.999416292530712,1.0017559625509742,0.996619749016236,0.9999593922695008,67620873905.62721,4286744585.1504254,0.0011172097622149,0.0011165861478174,Wednesday,0,0,1,0,0,0,0,0.0458814458422816,0.0448600187242612,0.0030871245690417028,0.0036190941475305956
2020-02-20,0.999304389605483,1.00164232209536,0.9970948531208558,0.9994858276560948,72078154999.1025,4287128046.344864,-0.000473583844571,-0.0004736960208179,Thursday,0,0,0,1,0,0,0,0.0659157570145563,0.0638342954299921,0.0027327636574313928,0.00321560418877731
2020-02-21,1.0003974240863576,1.0008637819433144,0.9969844433724084,0.9999627370793418,54492691783.74141,4286672813.9906063,0.0004771547630297,0.0004770409608952,Friday,0,0,0,0,1,0,0,-0.2439777102449425,-0.2796844194342567,0.002332292456418767,0.0027327468220443114
2020-02-22,0.9999627370793418,1.0009496279037786,0.9977161940063926,1.000306114734035,40537528174.32,4287418558.149164,0.0003433904504244,0.0003433315054174,Saturday,0,0,0,0,0,1,1,-0.2560923887702885,-0.2958384303145167,0.0019431729192429792,0.0022779383104317838
2020-02-23,0.9995499728319316,1.001291792008665,0.9985245882384836,1.0001168385887953,41619095583.89851,4287747442.803205,-0.0001892182227538,-0.0001892361267803,Sunday,0,0,0,0,0,0,1,0.0266806452758427,0.0263309237531012,0.001662028880356376,0.001924901140279052
2020-02-24,1.0004179272957094,1.0013064685419903,0.9978114825757476,1.0005838312565745,46732833046.68211,4285031673.445193,0.000466938111389,0.0004668291297129,Monday,1,0,0,0,0,0,0,0.1228699804990953,0.1158878903349069,0.0020998812186011667,0.002470272208492112
2020-02-25,1.0005838312565745,1.0018901011689776,0.9960116710623168,0.9994568378903992,48526916958.291046,4286337474.527177,-0.0011263357761437,-0.0011269705689887,Tuesday,0,1,0,0,0,0,0,0.0383902236317836,0.0376716520849476,0.003534074899494658,0.004101677996924262
2020-02-26,0.9994568378903992,1.0021439913570782,0.9946061910529524,1.0001838590192456,53671767433.1688,4285932899.7492666,0.0007274162337824,0.0007271517948242,Wednesday,0,0,1,0,0,0,0,0.1060205510129514,0.1007684843135433,0.004534299757017234,0.0053195662180762675
2020-02-27,1.0001838590192456,1.0023134223025794,0.9987595957333744,1.0004261567401038,60320406793.25942,4290333399.202204,0.000242253180426,0.0002422238418624,Thursday,0,0,0,1,0,0,0,0.1238759161111919,0.1167833504586634,0.0021331481552645986,0.002507073912523871
2020-02-28,1.0004261567401038,1.0046279192856686,0.9987106257154252,0.9994949791855116,49345471141.94554,4290379239.222594,-0.0009307808960398,-0.0009312143415607,Friday,0,0,0,0,1,0,0,-0.1819439926678393,-0.2008244761020357,0.003547785067967377,0.004136907241125246
2020-02-29,0.9994949791855116,1.0022382844807738,0.9990441317015576,1.0012805745660804,46223861295.95453,4290225134.568067,0.0017864975990413,0.0017849037102423,Saturday,0,0,0,0,0,1,1,-0.063260310900903,-0.0653498484688954,0.0019170566367474504,0.001965729118225092
2020-03-01,1.0012805745660804,1.004197506390802,0.9983525378027306,1.004197506390802,40186249024.74764,4291704139.289254,0.0029132012532906,0.0029089661057505,Sunday,0,0,0,0,0,0,1,-0.1306167875623859,-0.1399712699793968,0.0035058013689100217,0.0037107403787867334
2020-03-02,1.004197506390802,1.004197506390802,0.9995936261350348,1.0013038900253897,48087893238.40578,4294823463.379403,-0.0028815211619198,-0.0028856807365464,Monday,1,0,0,0,0,0,0,0.1966255723143535,0.1795055725580387,0.002759685569666814,0.00270944598836694
2020-03-03,1.0013038900253897,1.0035959144080069,0.998861289844916,1.000170115052391,69007111545.63266,4292912518.661137,-0.0011322985801742,-0.0011329401145296,Tuesday,0,1,0,0,0,0,0,0.4350204780965447,0.3611791195603163,0.0028399479625330526,0.003268800490805647
2020-03-04,1.000170115052391,1.004663595496794,0.9996423340114372,1.002369795921023,58833641817.370926,4292865077.286944,0.0021993067334518,0.0021968917985381,Wednesday,0,0,1,0,0,0,0,-0.1474263956336482,-0.1594957341188287,0.003009102662066357,0.003269264823495658
2020-03-05,1.0047447376038454,1.0047447376038454,0.9991685548288411,0.9992865811132838,44415978947.26618,4292684968.471698,-0.0030759254920547,-0.0030806658740747,Thursday,0,0,0,1,0,0,0,-0.2450581406274234,-0.2811145401518796,0.0033423079725558584,0.0020060520490982055
2020-03-06,0.9992865811132838,1.0020834420306164,0.9981867312777368,1.0020834420306164,48597054902.98468,4291053586.63847,0.0027988576752593,0.0027949481661902,Friday,0,0,0,0,1,0,0,0.0941344996737001,0.089963639471891,0.0023399001740616694,0.0021383443321410403
2020-03-07,1.0020834420306164,1.002591136836519,0.9994985462633864,0.9994985462633864,44177457833.18504,4291716450.672571,-0.0025795214837518,-0.0025828541817053,Saturday,0,0,0,0,0,1,1,-0.0909437223844649,-0.0953482751528548,0.001855352846743271,0.0014815756337765284
2020-03-08,0.9994985462633864,1.0068316570710387,0.9940745845258242,1.0068316570710387,47103914715.37382,4294113339.832585,0.0073367898683465,0.0073100065481722,Sunday,0,0,0,0,0,0,1,0.066243216013903,0.0641414573312045,0.0076580366482828285,0.0077883156038625195
2020-03-09,1.0068316570710387,1.0087941868998862,0.9962731511258708,1.0005612777569208,59779660664.98758,4296228032.398402,-0.0062278328954802,-0.0062473067421106,Monday,1,0,0,0,0,0,0,0.2691017514405578,0.2383093678980815,0.007500741676192468,0.00793207790521081
2020-03-10,1.0005612777569208,1.0036564049505374,0.9989470660557024,1.0005299047245786,52135378876.74569,4294570145.179788,-3.13554332349586e-05,-3.135592482683135e-05,Tuesday,0,1,0,0,0,0,0,-0.1278742920787283,-0.1368217050031041,0.002824574603011806,0.0033256253450296585
2020-03-11,1.0005299047245786,1.0029128451528946,0.9970586747053536,0.9988167988364098,45042424807.46204,4293041707.417877,-0.0017121985860485,-0.0017136660733732,Wednesday,0,0,1,0,0,0,0,-0.1360487680745975,-0.146238956301918,0.0035158477618452734,0.004000228725113761
2020-03-12,0.9988167988364098,1.0151850813669112,0.9872924012909188,0.9872924012909188,54385713378.59599,4295660868.188673,-0.0115380493789417,-0.0116051291496744,Thursday,0,0,0,1,0,0,0,0.2074330725104762,0.1884966785161267,0.016731618875224726,0.018332029288285093
2020-03-13,0.9872924012909188,1.0511992240671415,0.9694886260052796,1.0122904462995,84440762341.78757,4348998229.613668,0.0253197988517843,0.0250045628086319,Friday,0,0,0,0,1,0,0,0.5526276497279525,0.4399487534924399,0.04859631170540266,0.05506680257031481
2020-03-14,1.0122904462995,1.0122904462995,0.9918550080364844,0.9926635986079309,62400327283.15861,4303363306.009824,-0.0193885537133303,-0.0195789770953474,Saturday,0,0,0,0,0,1,1,-0.2610165333351297,-0.3024797308621885,0.012247770488761097,0.007737855822267752
2020-03-15,0.9926635986079309,1.0148728458022749,0.987286106850771,1.0011458948658396,40311861368.19644,4294952784.623625,0.0085449857029147,0.0085086839645499,Sunday,0,0,0,0,0,0,1,-0.3539799689628179,-0.4369247678827715,0.01655070762374317,0.01875566948562098
2020-03-16,1.0011458948658396,1.0192624386283726,0.9828427205063603,1.005486285864779,47100719222.25896,4306594271.904266,0.0043354230599139,0.0043260521880597,Monday,1,0,0,0,0,0,0,0.1684084441563025,0.1556425186161709,0.021851682149904118,0.02558750937974512
2020-03-17,1.005486285864779,1.0130740676216796,0.9991288477982344,1.001779691295884,50869873377.87608,4308756663.018039,-0.0036863700887845,-0.0036931814957307,Tuesday,0,1,0,0,0,0,0,0.0800232824010869,0.0769825986825469,0.008324301723041558,0.00952853523802491
2020-03-18,1.001779691295884,1.008670916215789,0.9866642402603778,1.0022199894895598,42140052792.17522,4291223062.262901,0.0004395159908923,0.0004394194320309,Wednesday,0,0,1,0,0,0,0,-0.1716108180740542,-0.1882722085441114,0.013247791172146464,0.015595690940403459
2020-03-19,1.0022199894895598,1.0080096174101676,0.9944861204972278,1.001393376176751,49779172358.39764,4294480880.642988,-0.000824782304761,-0.0008251226248256,Thursday,0,0,0,1,0,0,0,0.1812793069789626,0.1665980096589698,0.008111688742020616,0.009537005194246717
2020-03-20,1.001393376176751,1.0123919943438158,0.9884954967188572,1.0047917127037416,63605032158.48425,4297618169.509255,0.0033936079545133,0.0033878626615509,Friday,0,0,0,0,1,0,0,0.2777438664617377,0.2450959183899978,0.014345625973794447,0.016758921860250384
2020-03-21,1.0047917127037416,1.011335869145583,0.9921129883459432,0.9983949644095258,60477771787.51736,4294632824.190591,-0.0063662430863438,-0.0063865940305449,Saturday,0,0,0,0,0,1,1,-0.0491668703692299,-0.0504167001498636,0.011524996699346072,0.01297608992529178
2020-03-22,0.9983949644095258,1.0079642123465475,0.9900785338030792,0.9982843561371632,47133271830.56437,4291171315.873648,-0.0001107860879767,-0.0001107922252086,Sunday,0,0,0,0,0,0,1,-0.2206513163850937,-0.2492967291292679,0.010752254014583889,0.012659624365064168
2020-03-23,0.9982843561371632,1.0264093741199307,0.995645096444045,1.002244157550143,50436458613.96236,4290930669.1978784,0.0039666066974166,0.0039587604548655,Monday,1,0,0,0,0,0,0,0.0700818478138405,0.0677351388323158,0.018275726689551082,0.02137688997908447
2020-03-24,1.002244157550143,1.0053046788034774,0.9960766293120632,0.9995692921543338,54502352833.102844,4292102750.245288,-0.0026688760175441,-0.0026724438165653,Tuesday,0,1,0,0,0,0,0,0.0806141892368097,0.0775295732289128,0.005538222795304434,0.006305664196955592
2020-03-25,0.9995692921543338,1.0056867709520028,0.9965636038685508,1.000935059195729,49460137591.65243,4296138284.208901,0.0013663555414467,0.001365422927139,Wednesday,0,0,1,0,0,0,0,-0.0925137169195372,-0.0970768280202158,0.005472900090900278,0.00638772026395006
2020-03-26,1.0035916422253768,1.0056411792106128,0.9983173167214576,1.0043721377368615,42649348786.22765,4295887613.910076,0.0034338676715894,0.0034279854100885,Thursday,0,0,0,1,0,0,0,-0.137702585092975,-0.1481550389327647,0.004389758839195685,0.005145912066949663
2020-03-27,1.0043721377368615,1.009832603035164,0.9935753838845226,0.99914692626289,40320255128.71887,4293215688.361907,-0.0052024655778936,-0.0052160455218752,Friday,0,0,0,0,1,0,0,-0.0546102982529218,-0.0561580536936714,0.009747060501137704,0.011008868957809994
2020-03-28,0.99914692626289,1.009781010071532,0.9930357198525516,1.0006373121544627,39446293514.88662,4297208596.277756,0.0014916583861666,0.0014905469688954,Saturday,0,0,0,0,0,1,1,-0.0216754981098756,-0.0219138624576275,0.010042662270006487,0.011787983995440066
2020-03-29,1.0014406899848831,1.002393477106216,0.9963731550781222,1.002326806740004,34855120748.52719,4292631951.2408056,0.0016884185358865,0.0016869947597051,Sunday,0,0,0,0,0,0,1,-0.1163904731537518,-0.1237400256402378,0.0036178138294537207,0.004224031297069815
2020-03-30,1.0005565074737677,1.0132500252648509,0.9973526011162668,1.0029497707625603,38426082878.28011,4298584881.645626,0.0006215178705859,0.0006213248083445,Monday,1,0,0,0,0,0,0,0.1024515782205062,0.0975364073929531,0.009497227383188981,0.011083104297629195
2020-03-31,1.0029497707625603,1.0029497707625603,0.9978299765466566,0.9984931709536592,41264773318.86201,4291029413.712591,-0.0044434925245684,-0.004453394180319,Tuesday,0,1,0,0,0,0,0,0.0738740518926646,0.0712727190914331,0.003073558192329319,0.0023312490793805526
2020-04-01,0.999678479795628,1.005708065665366,0.9960397535108956,1.000337302915385,36693492390.98268,4290413551.064301,0.0018469149468138,0.0018452114964995,Wednesday,0,0,1,0,0,0,0,-0.1107792569840631,-0.1174097694359586,0.005801388454773813,0.0068183286162190535
2020-04-02,1.000337302915385,1.0142009479195042,0.99365854499768,0.9947146386418833,46923518251.53092,6095824855.708302,-0.0056207683719432,-0.0056366243335273,Thursday,0,0,0,1,0,0,0,0.2787967346237732,0.2459195847312348,0.012289107640066618,0.014038803850959078
2020-04-03,0.9947146386418833,1.004164154676907,0.9947146386418833,0.9999212389059342,50639632253.1097,6346616019.748836,0.0052342652473273,0.0052206140960982,Friday,0,0,0,0,1,0,0,0.079195127306072,0.0762155108030618,0.00567823824661995,0.005845430938759394
2020-04-04,0.9999212389059342,1.0017313878403271,0.9976680583402904,0.9987422945361392,40377750400.84432,6345881912.141431,-0.0011790372320573,-0.001179732843276,Saturday,0,0,0,0,0,1,1,-0.2026452680575147,-0.2264556152193412,0.0024410143982215946,0.0027789698299335074
2020-04-05,0.9987422945361392,1.001370046034258,0.9979280061400546,0.9998644335129044,36947693268.887054,6344218549.842253,0.0011235520743482,0.0011229213620975,Sunday,0,0,0,0,0,0,1,-0.0849491885482937,-0.0887756836072311,0.0020678834399210267,0.0023325721074442416
2020-04-06,0.9998644335129044,1.0023826468720545,0.9973248762200818,0.9999741516327144,45523859922.16132,6348797571.442738,0.0001097329959267,0.0001097269757019,Monday,1,0,0,0,0,0,0,0.232116429863731,0.2087333654055565,0.0030379515767577614,0.003576264435701305
2020-04-07,0.9999741516327144,1.0061276066228486,0.9977156786935252,1.000396249482978,58597746307.74582,6343965237.385444,0.0004221087610858,0.0004220196982446,Tuesday,0,1,0,0,0,0,0,0.2871875629162113,0.2524596545270856,0.005042217903104372,0.005930960717650182
2020-04-08,1.000396249482978,1.0023763771020429,0.995935476838525,0.998530384750176,53070713284.06108,6347522436.340316,-0.0018651256777164,-0.0018668671903768,Wednesday,0,0,1,0,0,0,0,-0.0943215971934766,-0.0990709997434254,0.003871435989623812,0.00440811665937421
2020-04-09,0.998530384750176,1.003634758965514,0.9977123194911368,1.000501242844854,45195095270.18807,6344505379.28936,0.0019737587606523,0.0019718134581143,Thursday,0,0,0,1,0,0,0,-0.1483985710106956,-0.1606366679589312,0.0035544037356715213,0.004001526588173158
2020-04-10,1.000501242844854,1.0038449952488195,0.997105802563528,1.0020176559747265,48005583585.84926,6354655139.4546,0.0015156534194407,0.0015145059760681,Friday,0,0,0,0,1,0,0,0.0621856929133428,0.0603287596190301,0.004045389805293336,0.00466914345358808
2020-04-11,1.0020176559747265,1.0042969999918363,0.99718961741736,1.0022459526431793,43595606849.136986,6358338887.197643,0.0002278369718253,0.0002278110209241,Saturday,0,0,0,0,0,1,1,-0.0918638293153093,-0.0963609439104602,0.004265265771511201,0.0050199702552947605
2020-04-12,1.0022459526431793,1.0048026757563135,0.995996285483309,1.0018193524990693,38918397350.81357,6358254690.089056,-0.000425644167467,-0.0004257347796589,Sunday,0,0,0,0,0,0,1,-0.1072862574091225,-0.1134893065041143,0.005286698568019933,0.006218985219801274
